"등록일","시도","시군구","업종","축종","영업상태","개소","규모","동수"
20180401,"경기도","경기도 여주시","가축사육업                    ","젖소","폐업",51,59344.51,197
20180401,"경상북도","경상북도 영천시","가축사육업                    ","산양","정상",5,2683.96,16
20180401,"충청남도","충청남도 태안군","가축사육업                    ","돼지","폐업",5,3596,14
20180401,"경기도","경기도 양주시","가축사육업                    ","한우","정상",186,115131.04,413
20180401,"전라남도","전라남도 함평군","가축사육업                    ","젖소","정상",52,70717.47,164
20180401,"전라북도","전라북도 진안군","가축사육업                    ","돼지","말소",7,12857,29
20180401,"전라남도","전라남도 담양군","가축사육업                    ","한우","폐업",319,89149.3,433
20180401,"전라남도","전라남도 신안군","가축사육업                    ","한우","말소",141,32897.08,170
20180401,"전라남도","전라남도 강진군","가축사육업                    ","한우","폐업",314,74396.9,352
20180401,"충청남도","충청남도 부여군","가축사육업                    ","산란계","정상",12,10775.82,38
20180401,"경기도","경기도 양주시","가축사육업                    ","육우","말소",23,4224.21,31
20180401,"전라남도","전라남도 화순군","가축사육업                    ","산란계","정상",20,29720.11,56
20180401,"전라남도","전라남도 장흥군","가축사육업                    ","한우","휴업",5,2547.85,5
20180401,"전라남도","전라남도 보성군","가축사육업                    ","한우","말소",20,4455.41,27
20180401,"경기도","경기도 화성시","가축사육업                    ","육우","말소",23,4998.6,34
20180401,"전라남도","전라남도 장성군","종축업                        ","종오리업","정상",3,8545,22
20180401,"전라북도","전라북도 정읍시","종축업                        ","종오리업","정상",10,49553.6,87
20180401,"강원도","강원도 원주시","종축업                        ","종돈업","폐업",2,1015.09,6
20180401,"전라북도","전라북도 완주군","종축업                        ","종계업","폐업",2,7979,13
20180401,"전라남도","전라남도 진도군","종축업                        ","종오리업","정상",1,11370.45,8
20180401,"충청북도","충청북도 청주시","종축업                        ","종돈업","정상",2,13825.61,15
20180401,"전라북도","전라북도 장수군","종축업                        ","종돈업","폐업",2,2149.98,6
20180401,"전라남도","전라남도 함평군","종축업                        ","종오리업","정상",6,28223.94,31
20180401,"전라남도","전라남도 고흥군","종축업                        ","종돈업","정상",2,15154,13
20180401,"경상북도","경상북도 경산시","종축업                        ","종계업","폐업",1,4214,5
20180401,"전라북도","전라북도 진안군","종축업                        ","종계업","폐업",1,3845.88,2
20180401,"전라북도","전라북도 순창군","종축업                        ","종계업","휴업",1,3220,5
20180401,"전라북도","전라북도 부안군","종축업                        ","종오리업","정상",1,4987.2,8
20180401,"전라북도","전라북도 익산시","종축업                        ","종계업","휴업",1,2966,4
20180401,"경기도","경기도 용인시","종축업                        ","종오리업","정상",1,1900,6
20180401,"강원도","강원도 횡성군","종축업                        ","종계업","말소",1,0,0
20180401,"전라남도","전라남도 나주시","종축업                        ","종돈업","휴업",1,5572,17
20180401,"충청남도","충청남도 공주시","종축업                        ","종돈업","말소",1,4260,11
20180401,"충청북도","충청북도 청주시","종축업                        ","종계업","폐업",2,5068,8
20180401,"경상남도","경상남도 고성군","종축업                        ","종돈업","휴업",1,0,0
20180401,"강원도","강원도 고성군","가축사육업                    ","사슴","정상",4,886,4
20180401,"강원도","강원도 인제군","가축사육업                    ","돼지","정상",11,8413.9,32
20180401,"전라남도","전라남도 고흥군","가축사육업                    ","육계","정상",14,38958,36
20180401,"전라남도","전라남도 화순군","가축사육업                    ","젖소","휴업",1,325.3,1
20180401,"전라남도","전라남도 구례군","가축사육업                    ","육계","정상",13,24810.98,41
20180401,"전라남도","전라남도 곡성군","가축사육업                    ","돼지","폐업",20,11252.3,38
20180401,"충청북도","충청북도 영동군","가축사육업                    ","염소","정상",11,2466.73,17
20180401,"경상남도","경상남도 진주시","가축사육업                    ","산란계","정상",25,20942.1,50
20180401,"경기도","경기도 과천시","가축사육업                    ","한우","정상",9,5566.5,16
20180401,"경상북도","경상북도 영덕군","가축사육업                    ","돼지","폐업",17,9642.32,34
20180401,"경상북도","경상북도 영덕군","가축사육업                    ","산란계","말소",3,1291.8,6
20180401,"전라북도","전라북도 고창군","가축사육업                    ","오리","폐업",7,32026.46,71
20180401,"경상북도","경상북도 안동시","가축사육업                    ","염소","말소",1,33,1
20180401,"부산광역시","부산광역시 강서구","가축사육업                    ","젖소","정상",6,7038.4,20
20180401,"강원도","강원도 고성군","가축사육업                    ","산양","정상",4,709,4
20180401,"경상남도","경상남도 산청군","가축사육업                    ","돼지","정상",47,104170.95,207
20180401,"전라남도","전라남도 무안군","가축사육업                    ","육계","말소",3,761.4,6
20180401,"강원도","강원도 정선군","가축사육업                    ","돼지","정상",7,6133,24
20180401,"경상북도","경상북도 안동시","가축사육업                    ","한우","말소",138,32757.39,186
20180401,"강원도","강원도 정선군","가축사육업                    ","한우","폐업",51,8315.26,65
20180401,"강원도","강원도 원주시","가축사육업                    ","젖소","정상",32,31192.8,91
20180401,"경상남도","경상남도 하동군","가축사육업                    ","육우","말소",1,300,2
20180401,"경상남도","경상남도 김해시","가축사육업                    ","육계","정상",35,24777.88,90
20180401,"경상남도","경상남도 함안군","가축사육업                    ","젖소","정상",38,46051.72,134
20180401,"경상남도","경상남도 함안군","가축사육업                    ","육우","폐업",2,1853.4,5
20180401,"경상북도","경상북도 김천시","가축사육업                    ","산란계","정상",81,102154.9,238
20180401,"경상남도","경상남도 하동군","가축사육업                    ","젖소","정상",18,31808.39,61
20180401,"경상북도","경상북도 포항시","가축사육업                    ","산란계","정상",36,41107.26,98
20180401,"경상북도","경상북도 봉화군","가축사육업                    ","산란계","폐업",28,50995.51,111
20180401,"경상북도","경상북도 포항시","가축사육업                    ","육우","정상",19,14815.71,46
20180401,"전라북도","전라북도 순창군","가축사육업                    ","육계","정상",43,138929.31,180
20180401,"전라북도","전라북도 김제시","가축사육업                    ","산란계","폐업",33,31770.84,128
20180401,"제주특별자치도","제주특별자치도 제주시","가축사육업                    ","사슴","정상",3,692.12,6
20180401,"경상북도","경상북도 영천시","가축사육업                    ","젖소","정상",43,59337.32,124
20180401,"경상북도","경상북도 포항시","가축사육업                    ","육우","말소",1,291.04,1
20180401,"경상북도","경상북도 경산시","가축사육업                    ","젖소","정상",66,71136.37,264
20180401,"경상북도","경상북도 경산시","가축사육업                    ","한우","말소",60,15396.3,82
20180401,"경상북도","경상북도 영천시","가축사육업                    ","한우","폐업",104,53313.4,159
20180401,"경상북도","경상북도 문경시","가축사육업                    ","육계","정상",17,39786.92,69
20180401,"경기도","경기도 의왕시","가축사육업                    ","돼지","폐업",3,1953.72,8
20180401,"충청북도","충청북도 청주시","가축사육업                    ","사슴","정상",16,6294.39,25
20180401,"경상북도","경상북도 상주시","가축사육업                    ","육계","정상",82,198733.15,267
20180401,"강원도","강원도 철원군","가축사육업                    ","한우","정상",360,227530.16,556
20180401,"경상남도","경상남도 창녕군","가축사육업                    ","한우","말소",116,22256.22,144
20180401,"경상북도","경상북도 청송군","가축사육업                    ","육계","정상",14,34503,49
20180401,"강원도","강원도 인제군","가축사육업                    ","한우","말소",58,13110.67,261
20180401,"제주특별자치도","제주특별자치도 서귀포시","가축사육업                    ","돼지","말소",2,2585.8,8
20180401,"경상남도","경상남도 창녕군","가축사육업                    ","젖소","폐업",8,9257.3,31
20180401,"전라북도","전라북도 부안군","가축사육업                    ","한우","말소",67,9748.3,77
20180401,"강원도","강원도 고성군","가축사육업                    ","한우","정상",240,114840.31,351
20180401,"경상남도","경상남도 하동군","가축사육업                    ","한우","말소",119,19771.08,142
20180401,"충청북도","충청북도 청주시","가축사육업                    ","산양","정상",62,21704.3,93
20180401,"전라북도","전라북도 익산시","가축사육업                    ","오리","폐업",4,5892.2,20
20180401,"충청북도","충청북도 충주시","가축사육업                    ","한우","폐업",184,46445.49,255
20180401,"경상남도","경상남도 양산시","가축사육업                    ","돼지","폐업",76,92246.29,255
20180401,"제주특별자치도","제주특별자치도 제주시","가축사육업                    ","산란계","정상",27,44601.22,136
20180401,"강원도","강원도 원주시","가축사육업                    ","한우","휴업",17,8690.2,28
20180401,"경상남도","경상남도 양산시","가축사육업                    ","산란계","폐업",42,45169.13,113
20180401,"경상남도","경상남도 밀양시","가축사육업                    ","돼지","정상",55,78099.11,246
20180401,"전라북도","전라북도 진안군","가축사육업                    ","육계","휴업",1,165,1
20180401,"경기도","경기도 고양시","가축사육업                    ","육우","휴업",5,1855.07,6
20180401,"충청남도","충청남도 논산시","가축사육업                    ","한우","휴업",4,2970.38,8
20180401,"경상북도","경상북도 고령군","가축사육업                    ","육계","폐업",4,5050,13
20180401,"충청남도","충청남도 아산시","가축사육업                    ","육우","휴업",2,335,2
20180401,"대구광역시","대구광역시 동구","가축사육업                    ","한우","휴업",4,1893.5,6
20180401,"대구광역시","대구광역시 북구","가축사육업                    ","육계","휴업",1,200,1
20180401,"인천광역시","인천광역시 강화군","가축사육업                    ","한우","휴업",13,4389.23,20
20180401,"전라남도","전라남도 나주시","가축사육업                    ","메추리","폐업",1,555,2
20180401,"경상북도","경상북도 고령군","가축사육업                    ","산양","폐업",1,330,1
20180401,"경기도","경기도 화성시","가축사육업                    ","사슴","폐업",3,332,3
20180401,"경기도","경기도 안산시","가축사육업                    ","육계","정상",2,146,2
20180401,"전라남도","전라남도 완도군","가축사육업                    ","염소","정상",9,3856,13
20180401,"전라남도","전라남도 구례군","가축사육업                    ","오리","폐업",7,28880.2,22
20180401,"경상남도","경상남도 고성군","가축사육업                    ","육우","정상",3,1259.95,8
20180401,"충청북도","충청북도 옥천군","가축사육업                    ","젖소","폐업",2,1632.4,4
20180401,"경상북도","경상북도 영덕군","가축사육업                    ","사슴","정상",2,1596.8,2
20180401,"경상북도","경상북도 상주시","가축사육업                    ","메추리","정상",2,1547.5,6
20180401,"경기도","경기도 남양주시","가축사육업                    ","산양","정상",3,671,3
20180401,"충청북도","충청북도 충주시","가축사육업                    ","부화용알생산","정상",2,2172,5
20180401,"경상북도","경상북도 의성군","가축사육업                    ","사슴","휴업",1,10,1
20180401,"경기도","경기도 안양시","가축사육업                    ","사슴","정상",1,1035,4
20180401,"울산광역시","울산광역시 동구","가축사육업                    ","면양","정상",1,20.16,1
20180401,"경상북도","경상북도 포항시","가축사육업                    ","염소","정상",7,2783.62,12
20180401,"경상남도","경상남도 거창군","가축사육업                    ","염소","정상",3,241,3
20180401,"전라남도","전라남도 담양군","가축사육업                    ","염소","정상",14,4704.5,18
20180401,"충청남도","충청남도 서산시","가축사육업                    ","젖소","휴업",2,1459.2,8
20180401,"경기도","경기도 양주시","가축사육업                    ","한우","휴업",2,600.22,5
20180401,"경기도","경기도 과천시","가축사육업                    ","젖소","정상",2,824,5
20180401,"충청북도","충청북도 옥천군","가축사육업                    ","육우","말소",2,2020,5
20180401,"전라북도","전라북도 군산시","가축사육업                    ","육우","정상",8,6032.02,17
20180401,"전라북도","전라북도 고창군","가축사육업                    ","오리","휴업",2,14867.19,24
20180401,"광주광역시","광주광역시 광산구","가축사육업                    ","젖소","말소",1,990,2
20180401,"경상북도","경상북도 고령군","가축사육업                    ","돼지","말소",8,13890.17,45
20180401,"경상북도","경상북도 영천시","가축사육업                    ","산란계","휴업",2,1668.13,7
20180401,"경상북도","경상북도 구미시","가축사육업                    ","육계","폐업",5,7726.83,26
20180401,"대구광역시","대구광역시 북구","가축사육업                    ","돼지","폐업",7,3360.4,18
20180401,"경상북도","경상북도 경산시","가축사육업                    ","육계","정상",15,12586,60
20180401,"전라북도","전라북도 완주군","가축사육업                    ","산란계","폐업",8,8872.45,23
20180401,"전라남도","전라남도 장흥군","가축사육업                    ","돼지","폐업",5,5734,22
20180401,"경기도","경기도 안성시","가축사육업                    ","젖소","폐업",47,77259.15,196
20180401,"인천광역시","인천광역시 강화군","가축사육업                    ","육우","정상",40,18271,63
20180401,"인천광역시","인천광역시 계양구","가축사육업                    ","돼지","폐업",6,2328.74,9
20180401,"전라남도","전라남도 여수시","가축사육업                    ","한우","정상",483,85792.54,585
20180401,"인천광역시","인천광역시 계양구","가축사육업                    ","젖소","말소",7,9841.44,24
20180401,"충청남도","충청남도 천안시","가축사육업                    ","오리","폐업",23,64876.57,156
20180401,"충청북도","충청북도 청주시","가축사육업                    ","육계","정상",79,135973.06,361
20180401,"충청남도","충청남도 논산시","가축사육업                    ","한우","정상",720,339996.45,1366
20180401,"충청남도","충청남도 논산시","가축사육업                    ","돼지","말소",21,15422.72,88
20180401,"경상남도","경상남도 김해시","가축사육업                    ","돼지","정상",156,260725.28,815
20180401,"전라남도","전라남도 장성군","가축사육업                    ","한우","정상",414,218677.57,605
20180401,"충청남도","충청남도 연기군","가축사육업                    ","젖소","정상",64,127436.81,302
20180401,"충청남도","충청남도 연기군","가축사육업                    ","산란계","정상",26,88504.94,110
20180401,"충청남도","충청남도 청양군","가축사육업                    ","한우","말소",27,5319.5,37
20180401,"경상북도","경상북도 청송군","가축사육업                    ","한우","정상",285,118115.9,436
20180401,"충청북도","충청북도 제천시","가축사육업                    ","한우","정상",542,220695.97,909
20180401,"경상북도","경상북도 김천시","가축사육업                    ","한우","정상",1243,521914.5,2094
20180401,"충청남도","충청남도 공주시","가축사육업                    ","젖소","말소",39,48950.8,201
20180401,"충청남도","충청남도 서천군","가축사육업                    ","한우","폐업",70,21300.32,105
20180401,"대전광역시","대전광역시 유성구","가축사육업                    ","돼지","정상",3,900,3
20180401,"세종특별자치시","세종특별자치시","가축사육업                    ","육계","말소",2,304,2
20180401,"경기도","경기도 파주시","가축사육업                    ","사슴","정상",5,2037.04,6
20180401,"세종특별자치시","세종특별자치시","가축사육업                    ","육우","폐업",7,7964.08,22
20180401,"광주광역시","광주광역시 광산구","가축사육업                    ","염소","정상",3,699.39,4
20180401,"경상북도","경상북도 영천시","가축사육업                    ","염소","정상",5,2013.21,16
20180401,"충청남도","충청남도 천안시","가축사육업                    ","돼지","휴업",1,1596,5
20180401,"전라남도","전라남도 완도군","가축사육업                    ","돼지","폐업",8,3187.54,17
20180401,"강원도","강원도 홍천군","가축사육업                    ","젖소","휴업",2,1288.59,6
20180401,"충청북도","충청북도 제천시","가축사육업                    ","젖소","정상",9,6666.88,24
20180401,"경상남도","경상남도 김해시","가축사육업                    ","젖소","폐업",8,6865.63,16
20180401,"충청남도","충청남도 보령시","부화업                        "," ","휴업",2,815,4
20180401,"충청남도","충청남도 금산군","부화업                        "," ","정상",2,0,0
20180401,"충청남도","충청남도 예산군","부화업                        "," ","폐업",1,0,0
20180401,"전라북도","전라북도 김제시","부화업                        "," ","휴업",1,227,1
20180401,"전라북도","전라북도 임실군","부화업                        "," ","폐업",1,0,0
20180401,"전라북도","전라북도 순창군","부화업                        "," ","폐업",2,0,0
20180401,"전라남도","전라남도 나주시","부화업                        "," ","정상",10,0,0
20180401,"전라남도","전라남도 나주시","부화업                        "," ","폐업",3,1983,4
20180401,"전라남도","전라남도 영암군","부화업                        "," ","폐업",2,0,0
20180401,"경상북도","경상북도 포항시","부화업                        "," ","폐업",1,0,0
20180401,"경상북도","경상북도 영주시","부화업                        "," ","폐업",1,0,0
20180401,"경상북도","경상북도 영천시","부화업                        "," ","폐업",2,0,0
20180401,"경상남도","경상남도 창녕군","부화업                        "," ","정상",1,0,0
20180401,"경기도","경기도 화성시","부화업                        "," ","폐업",5,0,0
20180401,"세종특별자치시","세종특별자치시","부화업                        "," ","정상",1,0,0
20180401,"경기도","경기도 여주시","부화업                        "," ","정상",4,0,0
20180401,"대전광역시","대전광역시 유성구","정액등처리업                  "," ","정상",1,64,0
20180401,"경상북도","경상북도 김천시","정액등처리업                  "," ","정상",1,0,0
20180401,"세종특별자치시","세종특별자치시","정액등처리업                  "," ","정상",1,1625.5,0
20180401,"제주특별자치도","제주특별자치도 제주시","정액등처리업                  "," ","정상",1,0,0
20180401,"경기도","경기도 안성시","정액등처리업                  "," ","정상",1,58.5,0
20180401,"경상남도","경상남도 합천군","정액등처리업                  "," ","정상",2,1731.4,0
20180401,"충청남도","충청남도 당진시","정액등처리업                  "," ","정상",1,1395.2,0
20180401,"제주특별자치도","제주특별자치도 제주시","정액등처리업                  "," ","폐업",1,0,0
20180401,"서울특별시","서울특별시 구로구","정액등처리업                  "," ","정상",1,0,0
20180401,"경기도","경기도 고양시","정액등처리업                  "," ","정상",1,5370,0
20180401,"경기도","경기도 용인시","정액등처리업                  "," ","정상",2,0,0
20180401,"경기도","경기도 파주시","정액등처리업                  "," ","정상",1,0,0
20180401,"경기도","경기도 연천군","정액등처리업                  "," ","정상",2,2630,0
20180401,"충청남도","충청남도 서산시","정액등처리업                  "," ","정상",3,410,0
20180401,"충청북도","충청북도 음성군","종축업                        ","종계업","폐업",10,46515,61
20180401,"제주특별자치도","제주특별자치도 제주시","종축업                        ","종돈업","폐업",5,13372,31
20180401,"경상북도","경상북도 경주시","종축업                        ","종돈업","정상",1,2700,4
20180401,"전라남도","전라남도 나주시","종축업                        ","종돈업","폐업",4,21029.9,46
20180401,"충청남도","충청남도 공주시","종축업                        ","종돈업","정상",2,7635.7,10
20180401,"경상북도","경상북도 김천시","종축업                        ","종계업","폐업",2,14199,16
20180401,"전라남도","전라남도 영광군","종축업                        ","종계업","정상",8,33636.66,29
20180401,"충청남도","충청남도 논산시","종축업                        ","종오리업","폐업",1,3666.74,7
20180401,"전라북도","전라북도 정읍시","종축업                        ","종계업","폐업",5,12793.69,25
20180401,"경상남도","경상남도 창녕군","종축업                        ","종계업","정상",2,4530,10
20180401,"세종특별자치시","세종특별자치시","종축업                        ","종돈업","폐업",1,0,0
20180401,"경기도","경기도 동두천시","종축업                        ","종계업","폐업",3,6547.64,13
20180401,"경상남도","경상남도 창녕군","종축업                        ","종돈업","폐업",1,5506.06,16
20180401,"전라남도","전라남도 영광군","종축업                        ","종돈업","폐업",1,4881,7
20180401,"전라북도","전라북도 군산시","종축업                        ","종계업","정상",3,10827.8,11
20180401,"전라북도","전라북도 남원시","종축업                        ","종돈업","정상",2,13490,20
20180401,"전라북도","전라북도 정읍시","종축업                        ","종돈업","정상",2,8485.9,6
20180401,"경상남도","경상남도 밀양시","종축업                        ","종돈업","정상",2,12233.03,9
20180401,"충청북도","충청북도 단양군","종축업                        ","종계업","정상",1,2652.8,4
20180401,"전라남도","전라남도 장성군","종축업                        ","종돈업","폐업",1,3305,10
20180401,"강원도","강원도 춘천시","종축업                        ","종계업","정상",2,7649,9
20180401,"경상남도","경상남도 거창군","종축업                        ","종계업","정상",1,3518.32,2
20180401,"충청북도","충청북도 음성군","종축업                        ","종계업","휴업",1,3578,7
20180401,"충청북도","충청북도 음성군","종축업                        ","종오리업","폐업",7,28810,49
20180401,"충청남도","충청남도 금산군","종축업                        ","종계업","정상",7,51058.11,44
20180401,"전라남도","전라남도 해남군","종축업                        ","종오리업","폐업",4,41893.51,66
20180401,"경기도","경기도 용인시","종축업                        ","종돈업","폐업",2,1768,4
20180401,"경상북도","경상북도 영천시","종축업                        ","종돈업","폐업",1,3380.46,2
20180401,"전라북도","전라북도 부안군","종축업                        ","종계업","정상",14,86400.78,83
20180401,"광주광역시","광주광역시 북구","가축사육업                    ","오리","폐업",14,25143,145
20180401,"경상북도","경상북도 상주시","가축사육업                    ","젖소","정상",52,62816.3,205
20180401,"경기도","경기도 시흥시","가축사육업                    ","한우","정상",101,24406.41,130
20180401,"강원도","강원도 강릉시","가축사육업                    ","사슴","정상",19,18315.3,29
20180401,"경상북도","경상북도 경주시","가축사육업                    ","산란계","폐업",60,72582.04,270
20180401,"경상북도","경상북도 고령군","가축사육업                    ","한우","정상",537,221222.91,836
20180401,"충청북도","충청북도 음성군","가축사육업                    ","메추리","정상",4,7365.85,14
20180401,"전라북도","전라북도 남원시","가축사육업                    ","산양","정상",10,4435.19,27
20180401,"경상북도","경상북도 영천시","가축사육업                    ","한우","정상",1091,551160.76,1738
20180401,"울산광역시","울산광역시 울주군","가축사육업                    ","돼지","정상",42,43814.15,127
20180401,"경상북도","경상북도 칠곡군","가축사육업                    ","젖소","정상",17,17659.5,54
20180401,"대구광역시","대구광역시 달성군","가축사육업                    ","젖소","말소",8,4855.7,24
20180401,"경상북도","경상북도 경산시","가축사육업                    ","돼지","폐업",32,36220.54,143
20180401,"경상북도","경상북도 영덕군","가축사육업                    ","한우","폐업",29,9056.52,35
20180401,"경상북도","경상북도 경주시","가축사육업                    ","육우","휴업",3,2884,7
20180401,"충청북도","충청북도 충주시","가축사육업                    ","육계","정상",85,164514.19,371
20180401,"경기도","경기도 고양시","가축사육업                    ","젖소","정상",65,79156.59,217
20180401,"경상북도","경상북도 김천시","가축사육업                    ","육우","말소",1,282.24,1
20180401,"경기도","경기도 파주시","가축사육업                    ","육우","정상",35,25414.39,62
20180401,"전라남도","전라남도 무안군","가축사육업                    ","염소","정상",19,9649.42,39
20180401,"충청남도","충청남도 부여군","가축사육업                    ","젖소","정상",44,73607.06,181
20180401,"전라북도","전라북도 임실군","가축사육업                    ","돼지","말소",30,52976.8,196
20180401,"충청남도","충청남도 연기군","가축사육업                    ","육우","정상",22,27664.53,66
20180401,"경상남도","경상남도 진주시","가축사육업                    ","젖소","폐업",9,8743,18
20180401,"경기도","경기도 안성시","가축사육업                    ","산란계","폐업",30,69821.39,126
20180401,"전라북도","전라북도 완주군","가축사육업                    ","한우","폐업",131,35224.59,200
20180401,"경상남도","경상남도 거창군","가축사육업                    ","오리","폐업",11,33936.63,56
20180401,"대전광역시","대전광역시 서구","가축사육업                    ","한우","폐업",27,8143.49,55
20180401,"경상북도","경상북도 영주시","가축사육업                    ","육계","정상",21,42144.64,72
20180401,"경상남도","경상남도 거창군","가축사육업                    ","돼지","폐업",27,31274.95,90
20180401,"전라북도","전라북도 진안군","가축사육업                    ","한우","휴업",11,4320.99,14
20180401,"충청북도","충청북도 영동군","가축사육업                    ","육우","정상",8,5708.98,24
20180401,"경상남도","경상남도 창녕군","가축사육업                    ","돼지","폐업",27,30321.62,116
20180401,"경상북도","경상북도 상주시","가축사육업                    ","육우","정상",40,25871.96,87
20180401,"경상북도","경상북도 상주시","가축사육업                    ","돼지","폐업",31,41937,86
20180401,"경상남도","경상남도 고성군","가축사육업                    ","산란계","정상",13,13440.47,28
20180401,"대구광역시","대구광역시 달성군","가축사육업                    ","한우","폐업",55,24011.13,110
20180401,"울산광역시","울산광역시 울주군","가축사육업                    ","산양","정상",47,10062.92,58
20180401,"강원도","강원도 횡성군","가축사육업                    ","젖소","정상",46,65762.48,195
20180401,"강원도","강원도 동해시","가축사육업                    ","한우","폐업",53,9589.71,72
20180401,"강원도","강원도 강릉시","가축사육업                    ","젖소","폐업",2,943,5
20180401,"강원도","강원도 강릉시","가축사육업                    ","돼지","폐업",31,31840.07,96
20180401,"광주광역시","광주광역시 광산구","가축사육업                    ","오리","말소",5,6924,32
20180401,"광주광역시","광주광역시 광산구","가축사육업                    ","한우","말소",26,7245.61,31
20180401,"경상북도","경상북도 청도군","가축사육업                    ","젖소","정상",21,20650.04,63
20180401,"경상북도","경상북도 안동시","가축사육업                    ","젖소","정상",8,9014.36,23
20180401,"경상남도","경상남도 김해시","가축사육업                    ","육계","폐업",16,17234.79,69
20180401,"경상남도","경상남도 양산시","가축사육업                    ","한우","폐업",101,40703.6,149
20180401,"경상남도","경상남도 진주시","가축사육업                    ","돼지","정상",56,61791.74,212
20180401,"경상남도","경상남도 밀양시","가축사육업                    ","한우","말소",18,4458.05,30
20180401,"경상남도","경상남도 합천군","가축사육업                    ","육계","폐업",3,12974.05,25
20180401,"충청북도","충청북도 음성군","가축사육업                    ","젖소","정상",50,54592,188
20180401,"경상남도","경상남도 거창군","가축사육업                    ","한우","휴업",11,5131.38,20
20180401,"경기도","경기도 여주시","가축사육업                    ","돼지","폐업",51,58987.35,208
20180401,"제주특별자치도","제주특별자치도 제주시","가축사육업                    ","돼지","폐업",34,36171.1,160
20180401,"강원도","강원도 원주시","가축사육업                    ","산란계","폐업",26,21032.5,56
20180401,"경상남도","경상남도 산청군","가축사육업                    ","산란계","폐업",3,3501.1,11
20180401,"충청북도","충청북도 청주시","가축사육업                    ","한우","폐업",187,80884.01,322
20180401,"경상남도","경상남도 산청군","가축사육업                    ","산란계","정상",7,12097.38,22
20180401,"경상남도","경상남도 거창군","가축사육업                    ","한우","폐업",474,93579.1,565
20180401,"경상남도","경상남도 함양군","가축사육업                    ","돼지","폐업",42,33516.99,134
20180401,"경상남도","경상남도 양산시","가축사육업                    ","육계","말소",2,265,4
20180401,"경상남도","경상남도 함안군","가축사육업                    ","산란계","폐업",8,6169,13
20180401,"전라북도","전라북도 군산시","가축사육업                    ","육우","폐업",3,1606,9
20180401,"경상북도","경상북도 성주군","가축사육업                    ","돼지","행정처분",2,710,9
20180401,"전라북도","전라북도 전주시","가축사육업                    ","육계","폐업",5,7998.6,29
20180401,"전라북도","전라북도 고창군","가축사육업                    ","사슴","정상",3,1519.66,4
20180401,"충청남도","충청남도 서산시","가축사육업                    ","염소","정상",17,3735.97,22
20180401,"대구광역시","대구광역시 달성군","가축사육업                    ","꿩","정상",2,380,2
20180401,"충청북도","충청북도 옥천군","가축사육업                    ","산란계","폐업",6,7098.8,18
20180401,"대구광역시","대구광역시 동구","가축사육업                    ","육계","말소",2,332,4
20180401,"경상남도","경상남도 의령군","가축사육업                    ","오리","정상",3,11718.5,20
20180401,"울산광역시","울산광역시 중구","가축사육업                    ","육계","정상",5,4410.6,22
20180401,"경상남도","경상남도 고성군","가축사육업                    ","오리","정상",8,27583,37
20180401,"부산광역시","부산광역시 사하구","가축사육업                    ","돼지","폐업",2,343.2,3
20180401,"경기도","경기도 남양주시","가축사육업                    ","한우","휴업",8,3048.2,18
20180401,"강원도","강원도 동해시","가축사육업                    ","사슴","정상",2,931,2
20180401,"경상남도","경상남도 양산시","가축사육업                    ","메추리","정상",5,4090,12
20180401,"경기도","경기도 양주시","가축사육업                    ","산양","폐업",3,855.3,4
20180401,"경상남도","경상남도 거창군","가축사육업                    ","육우","정상",4,2181.14,7
20180401,"경기도","경기도 안성시","가축사육업                    ","산양","정상",2,1064.5,6
20180401,"충청남도","충청남도 당진시","가축사육업                    ","산양","폐업",7,1390.5,12
20180401,"전라북도","전라북도 부안군","가축사육업                    ","산양","폐업",2,350,2
20180401,"대구광역시","대구광역시 북구","가축사육업                    ","육우","정상",4,945,4
20180401,"경기도","경기도 하남시","가축사육업                    ","한우","정상",5,2209,13
20180401,"충청남도","충청남도 공주시","가축사육업                    ","면양","정상",1,2988,2
20180401,"인천광역시","인천광역시 강화군","가축사육업                    ","젖소","말소",1,160,1
20180401,"경상북도","경상북도 문경시","가축사육업                    ","산양","정상",10,4208.21,13
20180401,"경기도","경기도 평택시","가축사육업                    ","오리","폐업",4,9071.3,25
20180401,"충청남도","충청남도 서천군","가축사육업                    ","산양","정상",18,5089.07,24
20180401,"전라남도","전라남도 무안군","가축사육업                    ","오리","폐업",17,60826.88,95
20180401,"경기도","경기도 파주시","가축사육업                    ","젖소","말소",15,4472.08,29
20180401,"강원도","강원도 횡성군","가축사육업                    ","산란계","폐업",9,14375.3,33
20180401,"강원도","강원도 인제군","가축사육업                    ","돼지","말소",1,260,1
20180401,"강원도","강원도 평창군","가축사육업                    ","돼지","폐업",11,8139.83,32
20180401,"경기도","경기도 구리시","가축사육업                    ","육우","정상",1,271.92,1
20180401,"제주특별자치도","제주특별자치도 제주시","가축사육업                    ","젖소","말소",6,933.61,10
20180401,"충청북도","충청북도 음성군","가축사육업                    ","오리","휴업",3,8106,21
20180401,"전라남도","전라남도 강진군","가축사육업                    ","젖소","말소",2,37323,6
20180401,"경기도","경기도 양평군","가축사육업                    ","육우","정상",9,6841.14,17
20180401,"경상남도","경상남도 밀양시","가축사육업                    ","산란계","정상",16,31721.61,71
20180401,"충청북도","충청북도 음성군","가축사육업                    ","염소","정상",6,2321,9
20180401,"대구광역시","대구광역시 동구","가축사육업                    ","젖소","폐업",2,2422,9
