"시도","시군","읍면동","축종명","경영체수","시설없음","시설있음","자영","임차","규모","단위"
"서울특별시","마포구","합정동","육계",1,1,0,1,0,1,"마리"
"서울특별시","마포구","합정동","산란계",1,1,0,1,0,2,"마리"
"서울특별시","마포구","합정동","개",1,1,0,1,0,1,"마리"
"서울특별시","마포구","망원동","개",1,1,0,1,0,8,"마리"
"서울특별시","양천구","신월동","개",1,0,1,1,0,20,"마리"
"서울특별시","강서구","과해동","말",1,0,1,1,0,7,"마리"
"서울특별시","구로구","천왕동","개",1,0,1,1,0,31,"마리"
"서울특별시","구로구","항동","산양",1,0,1,1,0,20,"마리"
"서울특별시","관악구","신림동","산양",1,0,2,2,0,6,"마리"
"서울특별시","관악구","신림동","개",1,0,1,1,0,4,"마리"
"서울특별시","서초구","우면동","사슴",1,0,2,2,0,38,"마리"
"서울특별시","서초구","원지동","산양",1,0,1,1,0,30,"마리"
"서울특별시","서초구","원지동","사슴",1,0,1,1,0,30,"마리"
"서울특별시","서초구","내곡동","젖소",1,0,1,1,0,16,"마리"
"서울특별시","서초구","염곡동","육계",1,0,1,1,0,40,"마리"
"서울특별시","서초구","신원동","육계",1,0,1,1,0,25,"마리"
"서울특별시","서초구","신원동","개",1,0,1,1,0,45,"마리"
"서울특별시","서초구","신원동","토끼",1,0,1,1,0,200,"마리"
"서울특별시","강남구","수서동","관상조",1,0,1,0,1,100,"마리"
"서울특별시","송파구","문정동","육계",1,1,0,1,0,2,"마리"
"서울특별시","송파구","문정동","개",1,1,0,1,0,1,"마리"
"서울특별시","송파구","오금동","토끼",1,0,1,1,0,500,"마리"
"서울특별시","강동구","고덕동","산양",1,0,2,2,0,46,"마리"
"서울특별시","강동구","고덕동","개",2,0,2,2,0,61,"마리"
"서울특별시","강동구","암사동","육계",1,0,1,1,0,15,"마리"
"서울특별시","강동구","강일동","산양",1,0,2,2,0,50,"마리"
"서울특별시","강동구","강일동","개",1,0,1,1,0,32,"마리"
"부산광역시","북구","화명동","사슴",1,0,1,1,0,4,"마리"
"부산광역시","북구","만덕동","산양",1,0,1,1,0,7,"마리"
"부산광역시","북구","만덕동","육계",1,0,1,1,0,60,"마리"
"부산광역시","북구","만덕동","산란계",1,0,1,1,0,30,"마리"
"부산광역시","북구","만덕동","오리",1,0,1,1,0,20,"마리"
"부산광역시","북구","만덕동","개",1,0,2,2,0,28,"마리"
"부산광역시","북구","만덕동","토끼",1,0,1,1,0,16,"마리"
"부산광역시","해운대구","반송동","산양",1,0,1,1,0,7,"마리"
"부산광역시","해운대구","반송동","육계",1,0,1,1,0,102,"마리"
"부산광역시","해운대구","반송동","거위",1,0,1,1,0,4,"마리"
"부산광역시","해운대구","석대동","돼지",1,0,1,1,0,2,"마리"
"부산광역시","해운대구","석대동","육계",1,0,1,1,0,50,"마리"
"부산광역시","해운대구","반여동","육계",1,0,1,1,0,15,"마리"
"부산광역시","해운대구","좌동","한우",1,0,1,1,0,2,"마리"
"부산광역시","해운대구","좌동","산양",2,0,2,2,0,71,"마리"
"부산광역시","해운대구","좌동","육계",1,0,1,1,0,150,"마리"
"부산광역시","해운대구","좌동","개",1,0,1,1,0,20,"마리"
"부산광역시","사하구","장림동","한우",1,0,1,1,0,10,"마리"
"부산광역시","사하구","장림동","돼지",2,0,2,2,0,383,"마리"
"부산광역시","사하구","구평동","돼지",1,0,1,1,0,30,"마리"
"부산광역시","금정구","노포동","육계",1,0,1,1,0,30,"마리"
"부산광역시","금정구","남산동","개",1,0,1,1,0,200,"마리"
"부산광역시","금정구","금성동","한우",8,0,8,8,0,69,"마리"
"부산광역시","금정구","금성동","산양",6,0,9,8,1,357,"마리"
"부산광역시","금정구","금성동","육계",2,0,2,2,0,1020,"마리"
"부산광역시","금정구","금성동","개",4,1,3,4,0,54,"마리"
"부산광역시","강서구","대저1동","말",2,0,2,2,0,56,"마리"
"부산광역시","강서구","대저1동","한우",6,0,6,6,0,58,"마리"
"부산광역시","강서구","대저1동","육우",3,0,3,2,1,29,"마리"
"부산광역시","강서구","대저1동","돼지",4,0,4,4,0,1264,"마리"
"부산광역시","강서구","대저1동","산양",1,0,1,0,1,15,"마리"
"부산광역시","강서구","대저1동","육계",6,0,6,3,3,57075,"마리"
"부산광역시","강서구","대저1동","오리",1,0,1,0,1,5000,"마리"
"부산광역시","강서구","대저1동","개",9,0,9,6,3,1270,"마리"
"부산광역시","강서구","대저2동","말",1,0,1,1,0,7,"마리"
"부산광역시","강서구","대저2동","한우",8,0,8,8,0,244,"마리"
"부산광역시","강서구","대저2동","젖소",2,0,2,2,0,103,"마리"
"부산광역시","강서구","대저2동","육우",3,0,3,3,0,28,"마리"
"부산광역시","강서구","대저2동","돼지",1,0,1,1,0,620,"마리"
"부산광역시","강서구","대저2동","산양",2,0,2,2,0,101,"마리"
"부산광역시","강서구","대저2동","육계",6,0,6,3,3,23960,"마리"
"부산광역시","강서구","대저2동","오리",1,0,1,1,0,30,"마리"
"부산광역시","강서구","대저2동","거위",1,0,2,2,0,7,"마리"
"부산광역시","강서구","대저2동","관상조",1,0,1,1,0,1000,"마리"
"부산광역시","강서구","대저2동","개",6,0,8,7,1,234,"마리"
"부산광역시","강서구","대저2동","사슴",1,0,1,1,0,7,"마리"
"부산광역시","강서구","대저2동","꿩",1,0,1,1,0,6,"마리"
"부산광역시","강서구","강동동","한우",7,0,7,7,0,114,"마리"
"부산광역시","강서구","강동동","젖소",3,0,3,3,0,230,"마리"
"부산광역시","강서구","강동동","육우",3,0,3,3,0,72,"마리"
"부산광역시","강서구","강동동","산양",7,0,7,5,2,406,"마리"
"부산광역시","강서구","강동동","육계",3,0,3,2,1,227,"마리"
"부산광역시","강서구","강동동","오리",2,0,2,1,1,49,"마리"
"부산광역시","강서구","강동동","개",3,0,3,3,0,67,"마리"
"부산광역시","강서구","강동동","사슴",1,0,1,1,0,21,"마리"
"부산광역시","강서구","강동동","꿀벌",1,0,1,1,0,200,"군체"
"부산광역시","강서구","명지동","육계",1,0,1,1,0,300,"마리"
"부산광역시","강서구","명지동","개",1,0,1,1,0,60,"마리"
"부산광역시","강서구","죽림동","한우",1,0,1,1,0,8,"마리"
"부산광역시","강서구","식만동","돼지",1,0,1,1,0,1301,"마리"
"부산광역시","강서구","죽동동","한우",6,0,6,6,0,87,"마리"
"부산광역시","강서구","죽동동","육계",1,0,1,1,0,6000,"마리"
"부산광역시","강서구","봉림동","한우",1,0,1,1,0,2,"마리"
"부산광역시","강서구","봉림동","산양",1,0,1,1,0,80,"마리"
"부산광역시","강서구","봉림동","산란계",1,0,1,1,0,100,"마리"
"부산광역시","강서구","봉림동","관상조",1,0,1,1,0,3,"마리"
"부산광역시","강서구","봉림동","개",1,0,1,1,0,90,"마리"
"부산광역시","강서구","송정동","육계",1,0,1,1,0,350,"마리"
"부산광역시","강서구","송정동","개",1,0,1,1,0,30,"마리"
"부산광역시","강서구","송정동","꿀벌",1,0,1,1,0,80,"군체"
"부산광역시","강서구","화전동","한우",1,0,1,1,0,4,"마리"
"부산광역시","강서구","화전동","산양",1,0,1,1,0,14,"마리"
"부산광역시","강서구","녹산동","개",2,0,3,3,0,250,"마리"
"부산광역시","강서구","지사동","산양",1,0,1,1,0,4,"마리"
"부산광역시","강서구","지사동","개",1,0,1,1,0,5,"마리"
"부산광역시","강서구","미음동","개",2,0,2,2,0,45,"마리"
"부산광역시","강서구","신호동","한우",1,0,1,1,0,8,"마리"
"부산광역시","강서구","동선동","산양",3,0,3,3,0,17,"마리"
"부산광역시","강서구","동선동","육계",1,0,1,1,0,20,"마리"
"부산광역시","강서구","동선동","사슴",1,0,1,1,0,12,"마리"
"부산광역시","강서구","성북동","산양",2,0,2,2,0,16,"마리"
"부산광역시","강서구","성북동","육계",1,0,1,1,0,21,"마리"
"부산광역시","강서구","성북동","꿀벌",1,0,1,0,1,22,"군체"
"부산광역시","강서구","눌차동","산양",3,0,3,3,0,7,"마리"
"부산광역시","강서구","천성동","산양",3,0,3,3,0,68,"마리"
"부산광역시","강서구","대항동","산양",1,0,1,0,1,10,"마리"
"부산광역시","연제구","거제동","육계",1,0,1,1,0,50,"마리"
"부산광역시","수영구","광안동","개",1,0,1,1,0,25,"마리"
"부산광역시","기장군","기장읍","한우",2,0,2,2,0,47,"마리"
"부산광역시","기장군","기장읍","돼지",2,0,2,2,0,567,"마리"
"부산광역시","기장군","기장읍","산양",4,0,4,4,0,197,"마리"
"부산광역시","기장군","기장읍","육계",6,0,6,6,0,515,"마리"
"부산광역시","기장군","기장읍","산란계",2,0,2,2,0,130,"마리"
"부산광역시","기장군","기장읍","오리",2,0,2,2,0,120,"마리"
"부산광역시","기장군","기장읍","개",6,0,7,7,0,350,"마리"
"부산광역시","기장군","기장읍","토끼",1,0,1,1,0,7,"마리"
"부산광역시","기장군","기장읍","꿀벌",1,0,1,1,0,35,"군체"
"부산광역시","기장군","장안읍","말",1,0,1,1,0,32,"마리"
"부산광역시","기장군","장안읍","한우",21,0,21,21,0,262,"마리"
"부산광역시","기장군","장안읍","돼지",1,0,1,1,0,470,"마리"
"부산광역시","기장군","장안읍","산양",6,0,6,6,0,210,"마리"
"부산광역시","기장군","장안읍","육계",12,0,12,11,1,9940,"마리"
"부산광역시","기장군","장안읍","산란계",2,0,2,2,0,700,"마리"
"부산광역시","기장군","장안읍","오리",4,0,4,4,0,2065,"마리"
"부산광역시","기장군","장안읍","개",7,0,7,6,1,539,"마리"
"부산광역시","기장군","장안읍","사슴",4,0,5,5,0,43,"마리"
"부산광역시","기장군","정관읍","한우",6,0,6,6,0,99,"마리"
"부산광역시","기장군","정관읍","산양",4,0,4,4,0,106,"마리"
"부산광역시","기장군","정관읍","육계",3,0,3,3,0,565,"마리"
"부산광역시","기장군","정관읍","개",3,0,4,4,0,372,"마리"
"부산광역시","기장군","정관읍","사슴",1,0,1,1,0,20,"마리"
"부산광역시","기장군","정관읍","기러기",1,0,1,1,0,100,"마리"
"부산광역시","기장군","정관읍","꿀벌",1,0,1,0,1,50,"군체"
"부산광역시","기장군","일광면","한우",7,0,7,7,0,170,"마리"
"부산광역시","기장군","일광면","산양",6,0,6,5,1,103,"마리"
"부산광역시","기장군","일광면","육계",9,0,10,10,0,1370,"마리"
"부산광역시","기장군","일광면","산란계",1,0,1,1,0,50,"마리"
"부산광역시","기장군","일광면","오리",4,0,4,4,0,578,"마리"
"부산광역시","기장군","일광면","개",8,0,11,11,0,413,"마리"
"부산광역시","기장군","일광면","사슴",1,0,1,1,0,8,"마리"
"부산광역시","기장군","일광면","꿩",1,0,1,0,1,2,"마리"
"부산광역시","기장군","일광면","꿀벌",3,0,4,2,2,1150,"군체"
"부산광역시","기장군","철마면","한우",23,0,24,24,0,241,"마리"
"부산광역시","기장군","철마면","젖소",3,0,3,3,0,142,"마리"
"부산광역시","기장군","철마면","육우",6,0,6,6,0,28,"마리"
"부산광역시","기장군","철마면","돼지",1,0,1,1,0,400,"마리"
"부산광역시","기장군","철마면","산양",7,0,7,7,0,183,"마리"
"부산광역시","기장군","철마면","육계",4,0,4,4,0,910,"마리"
"부산광역시","기장군","철마면","산란계",1,0,1,1,0,30,"마리"
"부산광역시","기장군","철마면","개",10,0,10,7,3,1019,"마리"
"부산광역시","기장군","철마면","꿀벌",4,0,4,4,0,287,"군체"
"대구광역시","중구","남산동","개",1,1,0,1,0,1,"마리"
"대구광역시","동구","평광동","한우",11,0,11,11,0,305,"마리"
"대구광역시","동구","봉무동","한우",2,0,2,2,0,33,"마리"
"대구광역시","동구","도동","한우",10,0,10,10,0,110,"마리"
"대구광역시","동구","도동","산양",2,0,2,2,0,55,"마리"
"대구광역시","동구","도동","개",1,1,0,1,0,3,"마리"
"대구광역시","동구","지저동","돼지",1,0,1,1,0,110,"마리"
"대구광역시","동구","지저동","육계",1,1,0,1,0,13,"마리"
"대구광역시","동구","지저동","개",1,1,0,1,0,4,"마리"
"대구광역시","동구","방촌동","개",1,0,1,1,0,20,"마리"
"대구광역시","동구","둔산동","한우",10,0,10,10,0,538,"마리"
"대구광역시","동구","둔산동","돼지",1,0,1,1,0,8,"마리"
"대구광역시","동구","부동","한우",3,0,3,3,0,380,"마리"
"대구광역시","동구","부동","산양",1,0,1,1,0,9,"마리"
"대구광역시","동구","신평동","육계",1,1,0,1,0,200,"마리"
"대구광역시","동구","신평동","산란계",1,0,1,1,0,300,"마리"
"대구광역시","동구","서호동","육계",1,1,0,1,0,20,"마리"
"대구광역시","동구","서호동","개",1,1,0,1,0,4,"마리"
"대구광역시","동구","율하동","한우",3,0,3,3,0,50,"마리"
"대구광역시","동구","율하동","육우",1,0,1,1,0,11,"마리"
"대구광역시","동구","율하동","개",1,1,0,1,0,2,"마리"
"대구광역시","동구","용계동","한우",1,0,1,1,0,110,"마리"
"대구광역시","동구","용계동","산양",2,0,2,2,0,26,"마리"
"대구광역시","동구","용계동","육계",2,1,1,2,0,350,"마리"
"대구광역시","동구","용계동","개",2,1,1,2,0,31,"마리"
"대구광역시","동구","상매동","젖소",2,0,2,2,0,68,"마리"
"대구광역시","동구","상매동","육우",2,0,2,2,0,19,"마리"
"대구광역시","동구","상매동","육계",1,1,0,1,0,450,"마리"
"대구광역시","동구","각산동","한우",1,0,1,1,0,8,"마리"
"대구광역시","동구","각산동","육우",1,0,1,1,0,7,"마리"
"대구광역시","동구","각산동","개",1,0,1,1,0,50,"마리"
"대구광역시","동구","금강동","한우",3,0,3,3,0,278,"마리"
"대구광역시","동구","금강동","젖소",1,0,1,1,0,51,"마리"
"대구광역시","동구","금강동","육우",1,0,1,1,0,2,"마리"
"대구광역시","동구","금강동","개",1,0,3,3,0,600,"마리"
"대구광역시","동구","사복동","젖소",2,0,2,2,0,35,"마리"
"대구광역시","동구","사복동","육우",2,0,2,2,0,7,"마리"
"대구광역시","동구","사복동","돼지",1,0,1,1,0,90,"마리"
"대구광역시","동구","숙천동","한우",3,0,3,2,1,108,"마리"
"대구광역시","동구","내곡동","산양",1,0,3,3,0,55,"마리"
"대구광역시","동구","능성동","한우",2,0,2,2,0,38,"마리"
"대구광역시","동구","능성동","산양",1,0,1,1,0,125,"마리"
"대구광역시","동구","능성동","육계",1,0,1,1,0,58,"마리"
"대구광역시","동구","진인동","한우",3,0,4,4,0,166,"마리"
"대구광역시","동구","진인동","산양",3,1,2,3,0,133,"마리"
"대구광역시","동구","진인동","육계",1,0,1,1,0,20,"마리"
"대구광역시","동구","진인동","산란계",1,0,3,3,0,1500,"마리"
"대구광역시","동구","진인동","개",3,1,2,3,0,85,"마리"
"대구광역시","동구","도학동","한우",4,0,4,4,0,13,"마리"
"대구광역시","동구","도학동","산양",1,1,0,1,0,5,"마리"
"대구광역시","동구","백안동","한우",21,0,21,21,0,605,"마리"
"대구광역시","동구","백안동","산양",1,0,1,1,0,20,"마리"
"대구광역시","동구","백안동","육계",1,0,1,1,0,110000,"마리"
"대구광역시","동구","백안동","개",3,1,2,3,0,110,"마리"
"대구광역시","동구","미곡동","한우",4,0,4,4,0,43,"마리"
"대구광역시","동구","미곡동","관상조",1,0,1,1,0,3300,"마리"
"대구광역시","동구","용수동","육계",1,0,1,1,0,50,"마리"
"대구광역시","동구","신무동","한우",5,0,5,5,0,59,"마리"
"대구광역시","동구","신무동","육계",1,0,1,1,0,100,"마리"
"대구광역시","동구","신무동","꿀벌",1,0,1,1,0,13,"군체"
"대구광역시","동구","미대동","한우",15,0,15,15,0,216,"마리"
"대구광역시","동구","미대동","산양",2,1,1,2,0,65,"마리"
"대구광역시","동구","내동","한우",9,0,9,9,0,89,"마리"
"대구광역시","동구","내동","산양",1,0,1,1,0,60,"마리"
"대구광역시","동구","신용동","한우",4,0,4,4,0,25,"마리"
"대구광역시","동구","신용동","산양",2,0,4,4,0,234,"마리"
"대구광역시","동구","신용동","개",1,0,1,1,0,20,"마리"
"대구광역시","동구","중대동","한우",3,0,3,3,0,38,"마리"
"대구광역시","동구","중대동","산란계",1,0,1,1,0,700,"마리"
"대구광역시","동구","송정동","한우",1,0,1,1,0,8,"마리"
"대구광역시","동구","덕곡동","한우",1,0,1,1,0,5,"마리"
"대구광역시","동구","지묘동","한우",3,0,3,3,0,26,"마리"
"대구광역시","동구","지묘동","산양",1,0,1,0,1,7,"마리"
"대구광역시","동구","지묘동","육계",1,0,1,0,1,40,"마리"
"대구광역시","동구","지묘동","오리",1,0,1,0,1,30,"마리"
"대구광역시","동구","지묘동","개",2,0,2,1,1,42,"마리"
"대구광역시","서구","평리동","꿀벌",1,0,1,1,0,10,"군체"
"대구광역시","북구","복현동","개",2,2,0,2,0,12,"마리"
"대구광역시","북구","검단동","한우",18,0,19,19,0,1086,"마리"
"대구광역시","북구","검단동","산란계",1,0,1,1,0,1000,"마리"
"대구광역시","북구","동변동","한우",9,0,9,9,0,555,"마리"
"대구광역시","북구","동변동","산양",1,0,1,1,0,25,"마리"
"대구광역시","북구","동변동","개",2,0,2,2,0,710,"마리"
"대구광역시","북구","서변동","한우",6,0,6,5,1,156,"마리"
"대구광역시","북구","서변동","육계",1,0,1,1,0,200,"마리"
"대구광역시","북구","노곡동","한우",1,0,1,1,0,5,"마리"
"대구광역시","북구","노곡동","육계",2,0,2,2,0,110,"마리"
"대구광역시","북구","읍내동","한우",2,0,2,2,0,8,"마리"
"대구광역시","북구","읍내동","육계",1,1,0,1,0,20,"마리"
"대구광역시","북구","읍내동","개",1,1,0,1,0,6,"마리"
"대구광역시","북구","동호동","한우",2,0,2,2,0,12,"마리"
"대구광역시","북구","동호동","산양",1,0,1,1,0,50,"마리"
"대구광역시","북구","동호동","개",1,0,1,1,0,30,"마리"
"대구광역시","북구","도남동","한우",13,0,13,12,1,174,"마리"
"대구광역시","북구","도남동","육우",1,0,1,1,0,4,"마리"
"대구광역시","북구","도남동","산양",1,1,0,1,0,3,"마리"
"대구광역시","북구","도남동","개",1,1,0,1,0,2,"마리"
"대구광역시","북구","국우동","말",1,0,1,1,0,3,"마리"
"대구광역시","북구","국우동","한우",8,0,8,5,3,187,"마리"
"대구광역시","북구","국우동","산양",4,0,4,4,0,154,"마리"
"대구광역시","북구","국우동","개",1,0,1,1,0,40,"마리"
"대구광역시","북구","관음동","산란계",1,1,0,1,0,21,"마리"
"대구광역시","북구","관음동","개",2,2,0,2,0,35,"마리"
"대구광역시","북구","관음동","꿀벌",2,0,2,2,0,412,"군체"
"대구광역시","북구","연경동","한우",17,0,18,18,0,1061,"마리"
"대구광역시","북구","연경동","개",1,0,1,1,0,50,"마리"
"대구광역시","북구","연경동","사슴",1,0,1,1,0,27,"마리"
"대구광역시","북구","연경동","오소리",1,0,1,0,1,30,"마리"
"대구광역시","수성구","만촌동","육계",1,0,1,1,0,30,"마리"
"대구광역시","수성구","만촌동","개",2,0,2,2,0,22,"마리"
"대구광역시","수성구","황금동","꿀벌",1,0,1,0,1,38,"군체"
"대구광역시","수성구","지산동","한우",1,0,1,1,0,4,"마리"
"대구광역시","수성구","지산동","육계",2,2,0,2,0,115,"마리"
"대구광역시","수성구","지산동","개",1,1,0,1,0,25,"마리"
"대구광역시","수성구","지산동","사슴",1,1,0,1,0,4,"마리"
"대구광역시","수성구","범물동","사슴",1,0,1,1,0,7,"마리"
"대구광역시","수성구","매호동","한우",2,0,2,2,0,101,"마리"
"대구광역시","수성구","매호동","돼지",1,0,1,1,0,196,"마리"
"대구광역시","수성구","매호동","산양",1,0,1,0,1,40,"마리"
"대구광역시","수성구","성동","산란계",1,0,1,1,0,1000,"마리"
"대구광역시","수성구","사월동","한우",1,0,1,0,1,36,"마리"
"대구광역시","수성구","사월동","산양",1,0,1,1,0,15,"마리"
"대구광역시","수성구","욱수동","산양",2,0,2,0,2,52,"마리"
"대구광역시","수성구","삼덕동","젖소",1,0,1,1,0,26,"마리"
"대구광역시","수성구","삼덕동","육우",1,0,1,1,0,1,"마리"
"대구광역시","수성구","연호동","한우",4,0,4,4,0,14,"마리"
"대구광역시","수성구","이천동","한우",1,0,1,1,0,3,"마리"
"대구광역시","수성구","이천동","산양",1,0,1,1,0,10,"마리"
"대구광역시","수성구","이천동","개",1,0,1,1,0,9,"마리"
"대구광역시","수성구","이천동","사슴",1,0,3,3,0,38,"마리"
"대구광역시","수성구","고모동","말",1,0,1,1,0,6,"마리"
"대구광역시","수성구","고모동","한우",2,0,2,2,0,17,"마리"
"대구광역시","수성구","고모동","육계",2,0,3,3,0,700,"마리"
"대구광역시","수성구","가천동","한우",1,0,1,1,0,16,"마리"
"대구광역시","수성구","대흥동","한우",2,0,2,2,0,2,"마리"
"대구광역시","달서구","감삼동","개",2,2,0,2,0,22,"마리"
"대구광역시","달서구","도원동","육계",1,0,1,1,0,50,"마리"
"대구광역시","달서구","도원동","개",1,1,0,1,0,5,"마리"
"대구광역시","달서구","진천동","육계",1,1,0,1,0,10,"마리"
"대구광역시","달서구","진천동","개",2,2,0,2,0,8,"마리"
"대구광역시","달서구","월암동","산양",1,1,0,1,0,1,"마리"
"대구광역시","달서구","월암동","개",2,2,0,2,0,8,"마리"
"대구광역시","달서구","송현동","개",1,1,0,1,0,4,"마리"
"대구광역시","달서구","송현동","꿀벌",1,0,1,0,1,10,"군체"
"대구광역시","달서구","대곡동","개",1,1,0,1,0,1,"마리"
"대구광역시","달성군","화원읍","한우",11,0,11,11,0,118,"마리"
"대구광역시","달성군","화원읍","젖소",1,0,1,1,0,96,"마리"
"대구광역시","달성군","화원읍","육우",2,0,2,2,0,49,"마리"
"대구광역시","달성군","화원읍","산양",1,0,1,1,0,10,"마리"
"대구광역시","달성군","화원읍","육계",3,0,3,2,1,820,"마리"
"대구광역시","달성군","화원읍","오리",1,0,1,1,0,50,"마리"
"대구광역시","달성군","화원읍","개",4,1,3,3,1,99,"마리"
"대구광역시","달성군","화원읍","꿀벌",1,0,1,1,0,105,"군체"
"대구광역시","달성군","논공읍","한우",42,0,44,42,2,931,"마리"
"대구광역시","달성군","논공읍","젖소",2,0,2,2,0,3,"마리"
"대구광역시","달성군","논공읍","육우",5,0,5,5,0,108,"마리"
"대구광역시","달성군","논공읍","돼지",1,0,1,1,0,70,"마리"
"대구광역시","달성군","논공읍","산양",1,0,1,1,0,20,"마리"
"대구광역시","달성군","논공읍","육계",1,1,0,1,0,5,"마리"
"대구광역시","달성군","논공읍","개",4,2,2,4,0,511,"마리"
"대구광역시","달성군","논공읍","꿀벌",1,0,1,0,1,70,"군체"
"대구광역시","달성군","다사읍","한우",1,0,1,1,0,17,"마리"
"대구광역시","달성군","다사읍","산양",1,0,1,1,0,10,"마리"
"대구광역시","달성군","다사읍","관상조",1,0,1,1,0,150,"마리"
"대구광역시","달성군","다사읍","개",2,1,1,2,0,24,"마리"
"대구광역시","달성군","다사읍","토끼",1,0,1,1,0,2,"마리"
"대구광역시","달성군","다사읍","꿩",1,0,1,1,0,3000,"마리"
"대구광역시","달성군","가창면","한우",45,0,47,47,0,502,"마리"
"대구광역시","달성군","가창면","육우",2,0,2,2,0,3,"마리"
"대구광역시","달성군","가창면","돼지",2,0,2,2,0,2923,"마리"
"대구광역시","달성군","가창면","산양",18,2,16,16,2,754,"마리"
"대구광역시","달성군","가창면","육계",3,1,2,3,0,1400,"마리"
"대구광역시","달성군","가창면","산란계",1,1,0,1,0,30,"마리"
"대구광역시","달성군","가창면","개",5,2,3,4,1,121,"마리"
"대구광역시","달성군","가창면","사슴",3,0,3,3,0,22,"마리"
"대구광역시","달성군","가창면","꿀벌",1,0,1,1,0,70,"군체"
"대구광역시","달성군","하빈면","한우",23,0,24,22,2,816,"마리"
"대구광역시","달성군","하빈면","젖소",6,0,6,6,0,343,"마리"
"대구광역시","달성군","하빈면","육우",8,0,8,8,0,99,"마리"
"대구광역시","달성군","하빈면","돼지",4,0,4,3,1,6762,"마리"
"대구광역시","달성군","하빈면","산양",2,0,2,2,0,152,"마리"
"대구광역시","달성군","하빈면","육계",2,0,2,1,1,3200,"마리"
"대구광역시","달성군","하빈면","오리",1,0,1,1,0,200,"마리"
"대구광역시","달성군","하빈면","개",4,0,4,4,0,790,"마리"
"대구광역시","달성군","하빈면","사슴",1,0,1,1,0,7,"마리"
"대구광역시","달성군","옥포면","말",2,0,2,2,0,5,"마리"
"대구광역시","달성군","옥포면","한우",61,0,63,61,2,1542,"마리"
"대구광역시","달성군","옥포면","젖소",4,0,4,4,0,6,"마리"
"대구광역시","달성군","옥포면","육우",16,0,18,17,1,338,"마리"
"대구광역시","달성군","옥포면","개",3,2,1,3,0,204,"마리"
"대구광역시","달성군","옥포면","꿩",1,0,1,1,0,150,"마리"
"대구광역시","달성군","옥포면","꿀벌",3,0,3,1,2,140,"군체"
"대구광역시","달성군","현풍면","한우",13,0,14,14,0,265,"마리"
"대구광역시","달성군","현풍면","젖소",1,0,1,1,0,98,"마리"
"대구광역시","달성군","현풍면","육우",1,0,1,1,0,7,"마리"
"대구광역시","달성군","현풍면","산양",3,0,3,3,0,138,"마리"
"대구광역시","달성군","현풍면","육계",3,0,4,4,0,58590,"마리"
"대구광역시","달성군","현풍면","산란계",2,0,4,4,0,430000,"마리"
"대구광역시","달성군","현풍면","메추리",1,0,1,0,1,1e+05,"마리"
"대구광역시","달성군","현풍면","개",5,5,0,5,0,13,"마리"
"대구광역시","달성군","현풍면","사슴",1,1,0,1,0,3,"마리"
"대구광역시","달성군","유가면","한우",66,0,69,66,3,1240,"마리"
"대구광역시","달성군","유가면","젖소",4,0,4,4,0,269,"마리"
"대구광역시","달성군","유가면","육우",4,0,4,4,0,27,"마리"
"대구광역시","달성군","유가면","산양",4,0,5,4,1,93,"마리"
"대구광역시","달성군","유가면","육계",4,0,4,4,0,23060,"마리"
"대구광역시","달성군","유가면","개",2,0,2,1,1,110,"마리"
"대구광역시","달성군","유가면","꿩",1,0,1,1,0,1000,"마리"
"대구광역시","달성군","유가면","꿀벌",1,0,1,1,0,20,"군체"
"대구광역시","달성군","구지면","한우",81,0,86,80,6,1688,"마리"
"대구광역시","달성군","구지면","젖소",1,0,1,1,0,61,"마리"
"대구광역시","달성군","구지면","육우",7,0,7,7,0,79,"마리"
"대구광역시","달성군","구지면","산양",4,0,4,3,1,140,"마리"
"대구광역시","달성군","구지면","산란계",1,0,1,0,1,300,"마리"
"대구광역시","달성군","구지면","개",1,0,1,1,0,26,"마리"
"인천광역시","중구","중산동","한우",5,0,5,5,0,14,"마리"
"인천광역시","중구","중산동","육계",4,0,4,3,1,3540,"마리"
"인천광역시","중구","중산동","오리",1,0,1,0,1,500,"마리"
"인천광역시","중구","중산동","개",3,0,3,2,1,195,"마리"
"인천광역시","중구","중산동","꿀벌",1,0,1,1,0,102,"군체"
"인천광역시","중구","운남동","한우",3,0,3,3,0,6,"마리"
"인천광역시","중구","운남동","육계",2,0,2,2,0,11000,"마리"
"인천광역시","중구","운남동","산란계",1,0,1,1,0,1000,"마리"
"인천광역시","중구","운남동","개",3,0,3,3,0,55,"마리"
"인천광역시","중구","운북동","한우",1,0,1,1,0,10,"마리"
"인천광역시","중구","운북동","산양",2,0,3,3,0,60,"마리"
"인천광역시","중구","운북동","육계",2,0,2,2,0,600,"마리"
"인천광역시","중구","운북동","개",4,0,4,4,0,193,"마리"
"인천광역시","중구","을왕동","한우",1,0,1,1,0,120,"마리"
"인천광역시","중구","을왕동","개",1,0,2,2,0,60,"마리"
"인천광역시","중구","남북동","개",2,1,1,1,1,12,"마리"
"인천광역시","중구","남북동","사슴",1,0,1,1,0,8,"마리"
"인천광역시","중구","덕교동","말",1,0,1,1,0,4,"마리"
"인천광역시","중구","덕교동","돼지",1,0,1,1,0,5,"마리"
"인천광역시","중구","덕교동","산양",2,0,3,3,0,80,"마리"
"인천광역시","중구","덕교동","육계",2,0,2,1,1,2700,"마리"
"인천광역시","중구","덕교동","사슴",3,0,3,3,0,44,"마리"
